ProjectName,IDPaper,ProjectType,Stars,Size,Forks,Commit Count,Contributors,Project Age,Activity Rate,ContributorNumber
dirty-cat/dirty_cat,ID1,Applied,9,2370,1,1336.0,27,618,4.5288135593220336,27.0
YangZhang4065/AdaptationSeg,ID1,Applied,128,10732,28,72.0,1,2750,0.0308483290488431,1.0
ericmjl/flu-sequence-predictor,ID1,Applied,36,126035,12,185.0,2,2794,0.0782903089293271,2.0
tirthajyoti/Interactive_Machine_Learning,ID1,Applied,151,2699,82,29.0,2,2602,0.0128205128205128,2.0
biocore/calour,ID1,Applied,26,43989,22,670.0,7,3285,0.2215608465608465,7.0
PINTO0309/MobileNetV2-PoseEstimation,ID1,Applied,106,308162,20,64.0,1,2096,0.0362195812110922,1.0
PINTO0309/Keras-OneClassAnomalyDetection,ID1,Applied,127,102514,31,204.0,2,2209,0.106694560669456,2.0
PINTO0309/MobileNet-SSDLite-RealSense-TF,ID1,Applied,51,141297,16,95.0,1,2391,0.0480526049570055,1.0
PINTO0309/OpenVINO-DeeplabV3,ID1,Applied,43,97640,14,111.0,1,2244,0.0678069639584606,1.0
ethanwharris/STAWM,ID1,Applied,21,11314,2,14.0,1,2310,0.0072727272727272,1.0
dvgodoy/deepreplay,ID1,Applied,267,13640,48,91.0,2,2474,0.0419161676646706,2.0
MLEnthusiast/MHCLN,ID1,Applied,37,2336,13,68.0,1,2461,0.0330257406508013,1.0
tech-srl/code2vec,ID2,Applied,1080,5265,285,166.0,11,2375,0.0785241248817407,11.0
iwangjian/textsum-gan,ID1,Applied,135,90,56,36.0,2,2324,0.0175438596491228,2.0
kk7nc/HDLTex,ID2,Applied,257,33506,66,267.0,4,2683,0.1107424305267523,4.0
kk7nc/Text_Classification,ID1,Applied,1779,14374,547,228.0,7,2393,0.1072436500470366,7.0
kk7nc/RMDL,ID2,Applied,415,233320,124,516.0,4,2649,0.2162615255658005,4.0
ThibaultGROUEIX/3D-CODED,ID1,Applied,318,6376,50,102.0,3,2410,0.048780487804878,3.0
